"施設ID","作業用番号","作業内容フラグ_区分","作業内容フラグ_内訳","作業内容フラグ_内訳補足","施設名","施設名_ﾌﾘｶﾞﾅ","路線名","道路種別","架設年度_西暦","架設年度_推測","供用年度_西暦","橋梁種別","橋長(m)","径間数","幅員(m)","上部構造形式","上部工（使用材料）","上部工（構造形式）","下部構造形式","基礎形式","溝橋(ｶﾙﾊﾞｰﾄ)","道路管理者_区分","道路管理者_名称","道路管理者_管理事務所名","行政区域_都道府県名","行政区域_市区町村名","起点側位置_緯度","起点側位置_経度","距離標(KP)","上り・下り線","当該道路_緊急輸送路","道路橋下状況_道路_緊急輸送路","道路橋下状況_道路_道路管理者","道路橋下状況_鉄道","代替路の有無","自専道/一般道","高規格幹線道路区分","占用物件(名称)","施設諸元_備考","点検記録_点検実施年度","点検記録_点検実施年月","点検記録_判定区分","過去の点検表記録様式ファイル名","点検表記録様式ファイル名","所見等(任意)","長寿命化修繕計画","点検・修繕_備考","確認書記載_点検・修繕計画_2019","確認書記載_点検・修繕計画_2020","確認書記載_点検・修繕計画_2021","確認書記載_点検・修繕計画_2022","確認書記載_点検・修繕計画_2023","確認書記載_点検・修繕計画_2024","確認書記載_点検・修繕計画_2025","確認書記載_点検・修繕計画_2026","確認書記載_点検・修繕計画_2027","確認書記載_点検・修繕計画_2028","確認書記載_点検方法","確認書記載_修繕方法","確認書記載_点検済分類","確認書記載_跨線部判定結果","確認書記載_修繕済分類","確認書記載_跨線部再判定結果","確認書に点検時期の記載がない理由","跨線対象_鉄道_JR_1","跨線対象_鉄道_JR_2","跨線対象_鉄道_JR_3","跨線対象_鉄道_JR_4","跨線対象_鉄道_大手民鉄_1","跨線対象_鉄道_大手民鉄_2","跨線対象_鉄道_大手民鉄_3","跨線対象_鉄道_準大手_1","跨線対象_鉄道_準大手_2","跨線対象_鉄道_公営_1","跨線対象_鉄道_公営_2","跨線対象_鉄道_中小民鉄_1","跨線対象_鉄道_中小民鉄_2","跨線対象_鉄道_中小民鉄_3","跨線対象_鉄道_中小民鉄転換鉄道等_1","跨線対象_鉄道_中小民鉄転換鉄道等_2","跨線対象_鉄道_貨物鉄道(JR以外）_1","跨線対象_鉄道_貨物鉄道(JR以外）_2","跨線対象_鉄道_モノレール_1","跨線対象_鉄道_モノレール_2","跨線対象_鉄道_新交通システム_1","跨線対象_鉄道_新交通システム_2","跨線対象_鉄道_鋼索鉄道_1","跨線対象_鉄道_鋼索鉄道_2","跨線対象_鉄道_無軌条電車_1","跨線対象_鉄道_無軌条電車_2","跨線対象_軌道_公営_1","跨線対象_軌道_公営_2","跨線対象_軌道_中小民鉄_1","跨線対象_軌道_中小民鉄_2","跨線対象_軌道_モノレール_1","跨線対象_軌道_モノレール_2","跨線対象_軌道_新交通システム_1","跨線対象_軌道_新交通システム_2","跨線対象_その他","通行規制_規制内容","通行規制_規制内容_詳細","通行規制_新規追加","通行規制_規制内容変更","通行規制_開始年度","通行規制_規制までの橋齢","規制解除（予定）年度","規制原因_自由入力","通行規制_原因コード","通行規制_原因_具体的内容の分類","通行規制_原因_詳細","補修等実施状況","補修等実施予定時期","補修等実施予定年月","撤去措置区分","新設設計時の適用基準","橋の重要度","耐震補強の状況","性能３を満たすための対策状況","性能３を満たすための対策完了目標年度","性能２を満たすための対策状況","性能２を満たすための対策完了目標年度","橋種_一般橋","橋種_特殊橋_トラス橋","橋種_特殊橋_吊り橋","橋種_特殊橋_斜張橋","橋種_特殊橋_その他特殊橋梁","対策メニュー_基礎（フーチング含む）","対策メニュー_橋台","対策メニュー_橋脚","対策メニュー_橋脚_うち段落とし部","縁対策メニュー_縁端拡幅","対策メニュー_落橋防止構造","対策メニュー_変位制限構造（横変位拘束構造）","対策メニュー_支承交換","対策メニュー_段差防止構造","対策メニュー_上部工補強","対策メニュー_その他","図面の有無","基礎の耐震補強_適用基準・図面類","基礎の耐震補強_基礎の照査結果","基礎の耐震補強_液状化エリア","基礎の耐震補強_簡易判定","単径間の橋梁_種類","単径間の橋梁_照査の有無","ロッキング橋脚を有する橋梁","パイルベント橋脚を有する橋梁","全国地震予想地図での発生確率","跨道橋_用途種別","跨道橋の状況_現在未使用","跨道橋の状況_今後の利用","跨道橋の状況_撤去計画の有無","跨道橋の状況_撤去計画無しの理由","跨道橋下の管理者_会社名","跨道橋下の管理者_支社名","跨道橋下の管理者_事務所名","跨道橋下の路線情報_路線区別","跨道橋下の路線情報_高速道路等名称","位置情報_IC間_自","位置情報_IC間_至","位置情報_KP","跨線橋下管理者との管理協定の締結","管理協定_無しの理由","点検実施状況","点検を委託で実施","点検方法","跨線橋下管理者との共有","点検結果_最新の点検時期","点検結果_5年以内の対策","修繕の内容_はく落対策_実施状況","修繕の内容_壁高欄補修_実施状況","修繕の内容_コンクリたたき落とし_実施状況","修繕の内容_塗替塗装_実施状況","修繕の内容_クラック補修_実施状況","修繕の内容_架替_実施状況","修繕の内容_その他_具体的内容","修繕の内容_その他_実施状況","修繕の内容_未実施の理由","耐震補強_実施状況","耐震未照査_該当","耐震未照査_照査実施計画年度","未移管跨線橋_該当","未移管跨線橋_区分","要請（公表）するべきもの","本来管理者_区分","本来管理者名（移管予定先）","移管後_道路法上の道路_該当","移管後_用途種別","移管状況","移管時期"
"36.18619,137.91153","BR0-202029-00425",,,,"三間沢１号橋（１６０１２）","(ﾐﾏｻﾞﾜｲﾁｺﾞｳﾊﾞｼ(16012))","市道７１２２号線","市町村道","1999",,"1999","橋","27.3","1","5.0","④ＰＣ橋_ポステン中空床版","PC橋","床版橋","逆Ｔ式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.18619","137.91153","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","水道",,"2020","202012","Ⅰ",,"市道 7122号線_三間沢１号橋.xlsx","道路橋の機能に支障は生じていない。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.18973,137.95852","BR0-202029-00426",,,,"無名橋（１６０２４）","(ﾑﾒｲﾊﾞｼ(16024)","市道５００９号線","市町村道","不明","1971～1980年",,"橋","2.3","1","5.9","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.18973","137.95852","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202112","Ⅱ",,"市道5009号線_無名橋(16024).xlsx","床版の鋼部材に腐食、接合部から漏水が見られる。また、下部工はひびわれと遊離石灰の析出が見られるため、予防保全対策が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.18966,137.96070","BR0-202029-00427",,,,"無名橋（１６０２５）","(ﾑﾒｲﾊﾞｼ(16025)","市道５２０３号線","市町村道","不明","1961～1970年",,"橋","2.3","1","5.9","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.18966","137.96070","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202112","Ⅱ",,"市道5203号線_無名橋(16025).xlsx","床版の型枠鋼板が腐食している。また、腐食し剥離した箇所から、コンクリートの表面劣化が見られるため、予防保全対策が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.18971,137.96151","BR0-202029-00428",,,,"無名橋（１６０２６）","(ﾑﾒｲﾊﾞｼ(16026)","市道５２０２号線","市町村道","不明","1971～1980年",,"橋","2.3","1","6.2","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎","●","市区町村","松本市","松本市","長野県","松本市","36.18971","137.96151","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202112","Ⅱ",,"市道5202号線_無名橋(16026).xlsx","第2径間の主構造に、コンクリート表面の劣化や目地部からの漏水が見られるため、予防保全対策が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.17894,137.95675","BR0-202029-00429",,,,"無名橋（１６０３０）","(ﾑﾒｲﾊﾞｼ(16030)","市道５２１９号線","市町村道","1983",,,"橋","4.7","1","7.3","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.17894","137.95675","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202112","Ⅰ",,"市道5219号線_16030橋.xlsx",,"○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.17826,137.95711","BR0-202029-00430",,,,"無名橋（１６０３１）","(ﾑﾒｲﾊﾞｼ(16031)","市道５６７７号線","市町村道","不明","1971～1980年",,"橋","3.4","1","3.6","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.17826","137.95711","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202112","Ⅱ",,"市道5677号線_無名橋(16031).xlsx","床版に表面劣化、舗装にひびわれや破損が見られるため、予防保全対策が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.17512,137.95533","BR0-202029-00431",,,,"無名橋（１６０３３）","(ﾑﾒｲﾊﾞｼ(16033)","市道５２２７号線","市町村道","不明","1961～1970年",,"橋","2.1","1","3.4","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.17512","137.95533","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202112","Ⅱ",,"市道5227号線_無名橋(16033).xlsx","床版のひびわれ及び、舗装にひびわれが見られるため、予防保全対策が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.17175,137.95540","BR0-202029-00432",,,,"無名橋（１６０３４）","(ﾑﾒｲﾊﾞｼ(16034)","市道５６８４号線","市町村道","不明","1971～1980年",,"橋","3.8","1","3.9","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","直接基礎",,"市区町村","松本市","松本市","長野県","松本市","36.17175","137.95540","無し","上下線","指定無し","×",,"無し","有","一般道",,"無し",,"2021","202112","Ⅱ",,"市道5684号線_無名橋(16034).xlsx","主構造コンクリートの表面劣化や欠損、支承部からの漏水が見られる。また、舗装のひびわれが見られるため、予防保全対策が望ましい。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"不明","Ａ種の橋",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.17325,137.96807","BR0-202029-00433",,,,"無名橋（１６０３５）","(ﾑﾒｲﾊﾞｼ(16035))","市道４５６４号線","市町村道","1968",,"1968","橋","9.2","1","3.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.17325","137.96807","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2024","202408","Ⅱ","市道 4564号線_無名橋（16035）.xlsx","市道 4564号線_無名橋（16035）.xlsx","（１）部材毎の評価
　・主   桁：Ⅰ
　・横   桁： -
　・床   版： -
　・下部工：Ⅱ （遊離石灰→乾燥収縮）
　・支   承：Ⅰ
　・その他：Ⅰ

（２）損傷等の状況
　・下部工に遊離石灰が生じている。

（３）技術的な評価結果からの特筆すべき事項
　・支承がタイプＡであり、地震時には破損する恐れがある。
　・桁掛かり長が不足している。（必要桁かかり長≒0.74m＞現桁かかり0.58m）","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.17305,137.96936","BR0-202029-00434",,,,"塩沢橋（１６０３６）","(ｼｵｻﾞﾜﾊﾞｼ(16036))","市道４０４８号線","市町村道","1963",,"1963","橋","11.2","1","4.0","①鋼橋(ボルト又は鋼溶継手)_Ｈ形鋼（不明）","鋼橋","桁橋(H桁)","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.17305","137.96936","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2024","202408","Ⅱ","市道 4048号線_塩澤橋.xlsx","市道 4048号線_塩澤橋.xlsx","（１）部材毎の評価
　・主   桁：Ⅱ （腐食→防食機能の低下）
　・横   桁：Ⅰ
　・床   版：Ⅱ （床版ひびわれ→疲労）
　・下部工：Ⅰ
　・支   承：Ⅱ （腐食→防食機能の低下）
　・その他：Ⅲ （舗装：下部工背面の段差、伸縮：隙き→遊間の異常）

（２）損傷等の状況
　・下部工背面の舗装に段差（A2側：⊿45mm）が生じているものの、道路橋への影響が局部的であることから全体評価をⅡとする。
　・伸縮装置に隙きが生じている。

（３）技術的な評価結果からの特筆すべき事項
　・床版や横桁がL2地震（大地震）に対する設計がされていないため、地震時に変状が生じる可能性がある。
　・支承がタイプＡであり、地震時には破損する恐れがある。
　・桁掛かり長が不足している。（必要桁かかり長≒0.75m＞現桁かかり0.42m）","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.16867,137.97563","BR0-202029-00435",,,,"砦橋（１６０３７）","(ﾄﾘﾃﾞﾊﾞｼ(16037))","市道４０５１号線","市町村道","1967",,"1967","橋","9.2","1","3.5","④ＰＣ橋_ＰＣ桁橋（その他）","PC橋","桁橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.16867","137.97563","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2024","202408","Ⅱ","市道 4051号線_砦橋.xlsx","市道 4051号線_砦橋.xlsx","（１）部材毎の評価
　・主   桁：Ⅰ
　・横   桁：Ⅱ （定着部の異常）
　・床   版：Ⅰ
　・下部工：Ⅱ （鉄筋露出→かぶり不足）
　・支   承：Ⅰ
　・その他：Ⅰ

（２）損傷等の状況
　・横桁のナットが緩み定着部の異常が生じている。

（３）技術的な評価結果からの特筆すべき事項
　・支承がタイプＡであり、地震時には破損する恐れがある。
　・桁掛かり長が不足している。（必要桁かかり長≒0.74m＞現桁かかり0.49m）","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針より前","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.16759,137.98121","BR0-202029-00436",,,,"無名橋（１６０３８）","(ﾑﾒｲﾊﾞｼ(16038))","市道４１０７号線","市町村道","1998",,"1998","橋","10.7","1","4.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.16759","137.98121","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2024","202408","Ⅱ","市道 4107号線_無名橋（16038）.xlsx","市道 4107号線_無名橋（16038）.xlsx","（１）部材毎の評価
　・主   桁：Ⅰ
　・横   桁： -
　・床   版：Ⅱ （床版ひびわれ→疲労）
　・下部工：Ⅰ
　・支   承：Ⅰ
　・その他：Ⅲ （舗装：下部工背面の段差、地覆：遊離石灰）

（２）損傷等の状況
　・下部工背面の舗装に段差（A2側：⊿40mm）が生じているものの、道路橋への影響が局部的であることから全体評価をⅡとする。

（３）技術的な評価結果からの特筆すべき事項
　・支承がタイプＡであり、地震時には破損する恐れがある。
　・桁掛かり長が不足している。（必要桁かかり長≒0.75m＞現桁かかり0.48m）","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.16692,137.98131","BR0-202029-00437",,,,"真田橋（１６０３９）","(ｻﾅﾀﾞﾊﾞｼ(16039))","市道４１０７号線","市町村道","1996",,"1996","橋","10.3","1","5.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.16692","137.98131","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2020","202010","Ⅱ",,"市道 4107号線_真田橋.xlsx","主桁にひびわれ、剥離・鉄筋露出が生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H2道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.16913,137.98503","BR0-202029-00438",,,,"新田４号橋（１６０４０）","(ｼﾝﾃﾞﾝﾖﾝｺﾞｳﾊﾞｼ(16040))","市道４０１１号線","市町村道","1978",,"1978","橋","7.1","1","3.1","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.16913","137.98503","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2020","202010","Ⅱ",,"市道 4011号線_新田４号橋.xlsx","橋台背面の舗装（コンクリート）に凹凸が生じているものの、交通量が少ないことから全体評価をⅡとする。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.16563,137.98505","BR0-202029-00439",,,,"塩沢２号橋（１６０４１）","(ｼｵｻﾞﾜﾆｺﾞｳﾊﾞｼ(16041)","市道４１０９号線","市町村道","1979",,"1979","橋","9.9","1","4.0","④ＰＣ橋_ＰＣ桁橋（その他）","PC橋","桁橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.16563","137.98505","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","水道、下水道",,"2020","202010","Ⅱ",,"市道 4109号線_塩沢２号橋.xlsx","床版に著しい遊離石灰の析出、橋台にひびわれが生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.16911,137.98581","BR0-202029-00440",,,,"新田３号橋（１６０４２）","(ｼﾝﾃﾞﾝｻﾝｺﾞｳﾊﾞｼ(16042))","市道４０９９号線","市町村道","1978",,"1978","橋","6.4","1","5.0","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.16911","137.98581","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","その他",,"2020","202010","Ⅱ",,"市道 4099号線_新田３号橋.xlsx","主桁のひびわれから遊離石灰の析出が生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.16841,137.98689","BR0-202029-00441",,,,"新田２号橋（１６０４３）","(ｼﾝﾃﾞﾝﾆｺﾞｳﾊﾞｼ(16043))","市道４１００号線","市町村道","1999",,"1999","橋","7.5","1","4.5","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.16841","137.98689","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2020","202010","Ⅰ",,"市道 4100号線_新田２号橋.xlsx","道路橋の機能に支障は生じていない。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H8道示（復旧仕様含む）","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","損傷度Ⅳ又はⅢ以下",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.16771,137.98732","BR0-202029-00442",,,,"新田１号橋（１６０４４）","(ｼﾝﾃﾞﾝｲﾁｺﾞｳﾊﾞｼ(16044))","市道４０１１号線","市町村道","1979",,"1979","橋","6.7","1","2.9","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.16771","137.98732","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2020","202010","Ⅰ",,"市道 4011号線_新田１号橋.xlsx","道路橋の機能に支障は生じていない。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.16725,137.98826","BR0-202029-00443",,,,"中村３号橋（１６０４５）","(ﾅｶﾑﾗｻﾝｺﾞｳﾊﾞｼ(16045))","市道４６２３号線","市町村道","1980",,"1980","橋","6.9","1","6.1","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","逆Ｔ式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.16725","137.98826","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2020","202010","Ⅰ",,"市道 4623号線_中村３号橋.xlsx","道路橋の機能に支障は生じていない。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.16695,137.98915","BR0-202029-00444",,,,"中村２号橋（１６０４６）","(ﾅｶﾑﾗﾆｺﾞｳﾊﾞｼ(16046))","市道４１０１号線","市町村道","1982",,"1982","橋","5.3","1","4.1","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","逆Ｔ式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.16695","137.98915","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2020","202010","Ⅱ",,"市道 4101号線_中村２号橋.xlsx","橋台背面の舗装に凹凸が生じているものの、交通量が少ないことから全体評価をⅡとする。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S55道示","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.16422,137.98804","BR0-202029-00445",,,,"長田橋（１６０４７）","(ﾅｶﾞﾀﾊﾞｼ(16047))","市道４５９１号線","市町村道","1974",,"1974","橋","11.9","1","4.1","③ＲＣ橋_ＲＣ床版橋（その他）","RC橋","床版橋","重力式橋台","その他",,"市区町村","松本市","松本市","長野県","松本市","36.16422","137.98804","無し","上下線","指定無し","×",,"無し","有","一般道","該当しない","無し",,"2020","202010","Ⅲ",,"市道 4591号線_長田橋.xlsx","主桁にひびわれが生じ、錆汁が析出している。舗装に亀甲状のひびわれ、うきが生じている。","○",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S46耐震設計指針","Ａ種の橋",,,,,,"1",,,,,,,,,,,,,,,,,,,"液状化の想定されるエリア外の橋梁","個別判定",,,,,"6%以上～26%未満",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
